Blender 4.5.9 LTS (hash 8bf95cbd38d1 built 2026-04-21 01:30:46)
Read blend: "/Users/chikumatsuboi/Code/animal-racers-western/assets/source/western/revision2/inputs/lion.blend"
Fra:1 Mem:34.33M (Peak 34.33M) | Time:00:00.01 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Body • continuous sculpted skin
Fra:1 Mem:25.19M (Peak 28.86M) | Time:00:00.01 | Mem:0.28M, Peak:0.28M | Scene, ViewLayer | Updating Mesh | Computing attributes
Fra:1 Mem:26.54M (Peak 28.86M) | Time:00:00.01 | Mem:0.29M, Peak:0.29M | Scene, ViewLayer | Updating Mesh | Copying Attributes to device
Fra:1 Mem:26.52M (Peak 28.86M) | Time:00:00.01 | Mem:1.61M, Peak:1.61M | Scene, ViewLayer | Updating Scene BVH | Building
Fra:1 Mem:26.53M (Peak 28.86M) | Time:00:00.01 | Mem:1.61M, Peak:1.61M | Scene, ViewLayer | Updating Scene BVH | Building BVH
Fra:1 Mem:26.53M (Peak 28.86M) | Time:00:00.01 | Mem:2.15M, Peak:2.15M | Scene, ViewLayer | Updating Scene BVH | Building BVH 0%
Fra:1 Mem:26.53M (Peak 28.86M) | Time:00:00.01 | Mem:2.75M, Peak:3.29M | Scene, ViewLayer | Updating Scene BVH | Copying BVH to device
Fra:1 Mem:26.53M (Peak 28.86M) | Time:00:00.01 | Mem:2.75M, Peak:3.29M | Scene, ViewLayer | Updating Mesh | Computing normals
Fra:1 Mem:27.01M (Peak 28.86M) | Time:00:00.01 | Mem:2.75M, Peak:3.29M | Scene, ViewLayer | Updating Mesh | Copying Mesh to device
Fra:1 Mem:27.01M (Peak 28.86M) | Time:00:00.01 | Mem:3.23M, Peak:3.29M | Scene, ViewLayer | Updating Objects Flags
Fra:1 Mem:27.01M (Peak 28.86M) | Time:00:00.01 | Mem:3.23M, Peak:3.29M | Scene, ViewLayer | Updating Primitive Offsets
Fra:1 Mem:27.01M (Peak 28.86M) | Time:00:00.01 | Mem:3.23M, Peak:3.29M | Scene, ViewLayer | Updating Images
Fra:1 Mem:27.01M (Peak 28.86M) | Time:00:00.01 | Mem:3.23M, Peak:3.29M | Scene, ViewLayer | Updating Camera Volume
Fra:1 Mem:27.01M (Peak 28.86M) | Time:00:00.01 | Mem:3.23M, Peak:3.29M | Scene, ViewLayer | Updating Lookup Tables
Fra:1 Mem:27.01M (Peak 28.86M) | Time:00:00.01 | Mem:3.31M, Peak:3.31M | Scene, ViewLayer | Updating Lights
Fra:1 Mem:27.01M (Peak 28.86M) | Time:00:00.01 | Mem:3.31M, Peak:3.31M | Scene, ViewLayer | Updating Lights | Computing tree
Fra:1 Mem:27.01M (Peak 28.86M) | Time:00:00.01 | Mem:3.31M, Peak:3.31M | Scene, ViewLayer | Updating Integrator
Fra:1 Mem:27.01M (Peak 28.86M) | Time:00:00.01 | Mem:3.31M, Peak:3.31M | Scene, ViewLayer | Updating Film
Fra:1 Mem:27.02M (Peak 28.86M) | Time:00:00.01 | Mem:3.23M, Peak:3.31M | Scene, ViewLayer | Updating Lookup Tables
Fra:1 Mem:27.02M (Peak 28.86M) | Time:00:00.01 | Mem:3.32M, Peak:3.32M | Scene, ViewLayer | Updating Baking
Fra:1 Mem:27.02M (Peak 28.86M) | Time:00:00.01 | Mem:3.32M, Peak:3.32M | Scene, ViewLayer | Updating Device | Writing constant memory
Fra:1 Mem:27.02M (Peak 28.86M) | Time:00:00.01 | Mem:3.32M, Peak:3.32M | Scene, ViewLayer | Loading denoising kernels (may take a few minutes the first time)
Fra:1 Mem:27.02M (Peak 28.86M) | Time:00:00.01 | Mem:3.32M, Peak:3.32M | Scene, ViewLayer | Sample 0/20
Fra:1 Mem:46.04M (Peak 46.04M) | Time:00:00.06 | Remaining:00:00.93 | Mem:22.33M, Peak:22.33M | Scene, ViewLayer | Sample 1/20
Fra:1 Mem:54.04M (Peak 66.05M) | Time:00:01.87 | Mem:22.33M, Peak:22.33M | Scene, ViewLayer | Sample 20/20
Fra:1 Mem:54.04M (Peak 66.05M) | Time:00:01.87 | Mem:22.33M, Peak:22.33M | Scene, ViewLayer | Finished
Saved: '/Users/chikumatsuboi/Code/animal-racers-western/assets/source/western/revision2/qa/unicorn/race/candidate-material.png'
Time: 00:01.89 (Saving: 00:00.01)

REVISION2_MATERIAL_PROOF unicorn race candidate
Read blend: "/Users/chikumatsuboi/Code/animal-racers-western/assets/source/western/revision2/inputs/unicorn-upright.blend"
Fra:1 Mem:27.45M (Peak 27.45M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Bronzed hoof
Fra:1 Mem:27.46M (Peak 27.46M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Hoof cleft
Fra:1 Mem:27.46M (Peak 27.46M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Bronzed hoof.001
Fra:1 Mem:27.47M (Peak 27.47M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Hoof cleft.001
Fra:1 Mem:27.48M (Peak 27.48M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Bronzed hoof.002
Fra:1 Mem:27.49M (Peak 27.49M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Hoof cleft.002
Fra:1 Mem:27.49M (Peak 27.49M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Bronzed hoof.003
Fra:1 Mem:27.50M (Peak 27.50M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Hoof cleft.003
Fra:1 Mem:27.50M (Peak 27.50M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Head • species sculpt
Fra:1 Mem:27.72M (Peak 27.72M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Matched softbox.002
Fra:1 Mem:27.72M (Peak 27.72M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Matched softbox.001
Fra:1 Mem:27.72M (Peak 27.72M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Matched softbox
Fra:1 Mem:27.72M (Peak 27.72M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Upright body • connected joint topology
Fra:1 Mem:28.25M (Peak 28.25M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Velvet muzzle
Fra:1 Mem:28.30M (Peak 28.30M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Nostril
Fra:1 Mem:28.35M (Peak 28.35M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Nostril.001
Fra:1 Mem:28.37M (Peak 28.37M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Eye socket
Fra:1 Mem:28.42M (Peak 28.42M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Ivory eye
Fra:1 Mem:28.46M (Peak 28.46M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Iris
Fra:1 Mem:28.50M (Peak 28.50M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Pupil
Fra:1 Mem:28.52M (Peak 28.52M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Eye glint
Fra:1 Mem:28.62M (Peak 28.62M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Expressive brow
Fra:1 Mem:28.68M (Peak 28.68M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Smiling mouth
Fra:1 Mem:28.84M (Peak 28.84M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Eye socket.001
Fra:1 Mem:28.87M (Peak 28.87M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Raised elemental crest
Fra:1 Mem:28.89M (Peak 28.89M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Ivory eye.001
Fra:1 Mem:28.89M (Peak 28.89M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Brass crest clasp
Fra:1 Mem:28.95M (Peak 28.95M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Iris.001
Fra:1 Mem:28.98M (Peak 28.98M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Neckerchief folded point
Fra:1 Mem:28.99M (Peak 28.99M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Leather neckerchief roll
Fra:1 Mem:28.99M (Peak 28.99M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Pupil.001
Fra:1 Mem:29.00M (Peak 29.00M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Rainbow tail ribbon.006
Fra:1 Mem:29.02M (Peak 29.02M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Eye glint.001
Fra:1 Mem:29.04M (Peak 29.04M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Rainbow tail ribbon.005
Fra:1 Mem:29.04M (Peak 29.04M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Expressive brow.001
Fra:1 Mem:29.04M (Peak 29.04M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Rainbow tail ribbon.004
Fra:1 Mem:29.05M (Peak 29.05M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Smiling mouth.001
Fra:1 Mem:29.05M (Peak 29.05M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Rainbow tail ribbon.003
Fra:1 Mem:29.06M (Peak 29.06M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Lower jaw
Fra:1 Mem:29.06M (Peak 29.06M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Rainbow tail ribbon.002
Fra:1 Mem:29.09M (Peak 29.09M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Rainbow tail ribbon.001
Fra:1 Mem:29.11M (Peak 29.11M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Pointed species ear
Fra:1 Mem:29.11M (Peak 29.11M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Rainbow tail ribbon
Fra:1 Mem:29.11M (Peak 29.11M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Inner ear
Fra:1 Mem:29.11M (Peak 29.11M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Articulated tail
Fra:1 Mem:29.13M (Peak 29.13M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Pointed species ear.001
Fra:1 Mem:29.14M (Peak 29.14M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Fetlock feather.019
Fra:1 Mem:29.14M (Peak 29.14M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Inner ear.001
Fra:1 Mem:29.15M (Peak 29.15M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Fetlock feather.018
Fra:1 Mem:29.15M (Peak 29.15M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Rainbow swept forelock
Fra:1 Mem:29.15M (Peak 29.15M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Fetlock feather.017
Fra:1 Mem:29.17M (Peak 29.17M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Ribbon mane
Fra:1 Mem:29.18M (Peak 29.18M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Fetlock feather.016
Fra:1 Mem:29.17M (Peak 29.18M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Rainbow swept forelock.001
Fra:1 Mem:29.17M (Peak 29.18M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Fetlock feather.015
Fra:1 Mem:29.18M (Peak 29.18M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Ribbon mane.001
Fra:1 Mem:29.19M (Peak 29.19M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Fetlock feather.014
Fra:1 Mem:29.18M (Peak 29.19M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Rainbow swept forelock.002
Fra:1 Mem:29.20M (Peak 29.20M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Fetlock feather.013
Fra:1 Mem:29.21M (Peak 29.21M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Ribbon mane.002
Fra:1 Mem:29.20M (Peak 29.21M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Fetlock feather.012
Fra:1 Mem:29.20M (Peak 29.21M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Rainbow swept forelock.003
Fra:1 Mem:29.20M (Peak 29.21M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Fetlock feather.011
Fra:1 Mem:29.21M (Peak 29.21M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Ribbon mane.003
Fra:1 Mem:29.21M (Peak 29.21M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Fetlock feather.010
Fra:1 Mem:29.22M (Peak 29.22M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Rainbow swept forelock.004
Fra:1 Mem:29.22M (Peak 29.22M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Fetlock feather.009
Fra:1 Mem:29.23M (Peak 29.23M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Ribbon mane.004
Fra:1 Mem:29.23M (Peak 29.23M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Fetlock feather.008
Fra:1 Mem:29.24M (Peak 29.24M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Rainbow swept forelock.005
Fra:1 Mem:29.24M (Peak 29.24M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Fetlock feather.007
Fra:1 Mem:29.25M (Peak 29.25M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Ribbon mane.005
Fra:1 Mem:29.25M (Peak 29.25M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Fetlock feather.006
Fra:1 Mem:29.26M (Peak 29.26M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Rainbow swept forelock.006
Fra:1 Mem:29.26M (Peak 29.26M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Fetlock feather.005
Fra:1 Mem:29.26M (Peak 29.26M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Ribbon mane.006
Fra:1 Mem:29.28M (Peak 29.28M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Fetlock feather.004
Fra:1 Mem:29.27M (Peak 29.28M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Golden unicorn horn
Fra:1 Mem:29.28M (Peak 29.28M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Fetlock feather.003
Fra:1 Mem:29.29M (Peak 29.29M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Horn spiral ridge
Fra:1 Mem:29.31M (Peak 29.31M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Fetlock feather.002
Fra:1 Mem:29.34M (Peak 29.34M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Fetlock feather.001
Fra:1 Mem:29.35M (Peak 29.35M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Fetlock feather
Fra:1 Mem:29.36M (Peak 29.36M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Initializing
Fra:1 Mem:27.84M (Peak 29.36M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Images | Loading Authored short-fur normal
Fra:1 Mem:23.97M (Peak 29.36M) | Time:00:00.00 | Mem:0.25M, Peak:0.25M | Scene, ViewLayer | Waiting for render to start
Fra:1 Mem:23.97M (Peak 29.36M) | Time:00:00.00 | Mem:0.25M, Peak:0.25M | Scene, ViewLayer | Updating Scene
Fra:1 Mem:23.97M (Peak 29.36M) | Time:00:00.00 | Mem:0.25M, Peak:0.25M | Scene, ViewLayer | Updating Shaders
Fra:1 Mem:23.97M (Peak 29.36M) | Time:00:00.00 | Mem:0.25M, Peak:0.25M | Scene, ViewLayer | Loading render kernels (may take a few minutes the first time)
Fra:1 Mem:24.06M (Peak 29.36M) | Time:00:00.00 | Mem:0.26M, Peak:0.26M | Scene, ViewLayer | Updating Procedurals
Fra:1 Mem:24.06M (Peak 29.36M) | Time:00:00.00 | Mem:0.26M, Peak:0.26M | Scene, ViewLayer | Updating Background
Fra:1 Mem:24.06M (Peak 29.36M) | Time:00:00.00 | Mem:0.26M, Peak:0.26M | Scene, ViewLayer | Updating Camera
Fra:1 Mem:24.06M (Peak 29.36M) | Time:00:00.00 | Mem:0.26M, Peak:0.26M | Scene, ViewLayer | Updating Meshes Flags
Fra:1 Mem:24.06M (Peak 29.36M) | Time:00:00.00 | Mem:0.26M, Peak:0.26M | Scene, ViewLayer | Updating Objects
Fra:1 Mem:24.06M (Peak 29.36M) | Time:00:00.00 | Mem:0.26M, Peak:0.26M | Scene, ViewLayer | Updating Objects | Copying Transformations to device
Fra:1 Mem:24.08M (Peak 29.36M) | Time:00:00.00 | Mem:0.28M, Peak:0.28M | Scene, ViewLayer | Updating Particle Systems
Fra:1 Mem:24.08M (Peak 29.36M) | Time:00:00.00 | Mem:0.28M, Peak:0.28M | Scene, ViewLayer | Updating Particle Systems | Copying Particles to device
Fra:1 Mem:24.08M (Peak 29.36M) | Time:00:00.00 | Mem:0.28M, Peak:0.28M | Scene, ViewLayer | Updating Meshes
Fra:1 Mem:24.84M (Peak 29.36M) | Time:00:00.01 | Mem:0.28M, Peak:0.28M | Scene, ViewLayer | Updating Objects | Applying Static Transformations
Fra:1 Mem:24.84M (Peak 29.36M) | Time:00:00.01 | Mem:0.28M, Peak:0.28M | Scene, ViewLayer | Updating Mesh | Computing attributes
Fra:1 Mem:25.93M (Peak 29.36M) | Time:00:00.01 | Mem:0.29M, Peak:0.29M | Scene, ViewLayer | Updating Mesh | Copying Attributes to device
Fra:1 Mem:25.92M (Peak 29.36M) | Time:00:00.01 | Mem:1.37M, Peak:1.37M | Scene, ViewLayer | Updating Scene BVH | Building
Fra:1 Mem:25.92M (Peak 29.36M) | Time:00:00.01 | Mem:1.37M, Peak:1.37M | Scene, ViewLayer | Updating Scene BVH | Building BVH
Fra:1 Mem:25.92M (Peak 29.36M) | Time:00:00.01 | Mem:1.97M, Peak:1.97M | Scene, ViewLayer | Updating Scene BVH | Building BVH 0%
Fra:1 Mem:25.92M (Peak 29.36M) | Time:00:00.01 | Mem:2.64M, Peak:3.25M | Scene, ViewLayer | Updating Scene BVH | Copying BVH to device
Fra:1 Mem:25.92M (Peak 29.36M) | Time:00:00.01 | Mem:2.64M, Peak:3.25M | Scene, ViewLayer | Updating Mesh | Computing normals
Fra:1 Mem:26.46M (Peak 29.36M) | Time:00:00.01 | Mem:2.64M, Peak:3.25M | Scene, ViewLayer | Updating Mesh | Copying Mesh to device
Fra:1 Mem:26.46M (Peak 29.36M) | Time:00:00.01 | Mem:3.18M, Peak:3.25M | Scene, ViewLayer | Updating Objects Flags
Fra:1 Mem:26.46M (Peak 29.36M) | Time:00:00.01 | Mem:3.18M, Peak:3.25M | Scene, ViewLayer | Updating Primitive Offsets
Fra:1 Mem:26.46M (Peak 29.36M) | Time:00:00.01 | Mem:3.18M, Peak:3.25M | Scene, ViewLayer | Updating Images
Fra:1 Mem:26.46M (Peak 29.36M) | Time:00:00.01 | Mem:3.18M, Peak:3.25M | Scene, ViewLayer | Updating Camera Volume
Fra:1 Mem:26.46M (Peak 29.36M) | Time:00:00.01 | Mem:3.18M, Peak:3.25M | Scene, ViewLayer | Updating Lookup Tables
Fra:1 Mem:26.46M (Peak 29.36M) | Time:00:00.01 | Mem:3.26M, Peak:3.26M | Scene, ViewLayer | Updating Lights
Fra:1 Mem:26.46M (Peak 29.36M) | Time:00:00.01 | Mem:3.26M, Peak:3.26M | Scene, ViewLayer | Updating Lights | Computing tree
Fra:1 Mem:26.46M (Peak 29.36M) | Time:00:00.01 | Mem:3.26M, Peak:3.26M | Scene, ViewLayer | Updating Integrator
Fra:1 Mem:26.46M (Peak 29.36M) | Time:00:00.01 | Mem:3.26M, Peak:3.26M | Scene, ViewLayer | Updating Film
Fra:1 Mem:26.47M (Peak 29.36M) | Time:00:00.01 | Mem:3.18M, Peak:3.26M | Scene, ViewLayer | Updating Lookup Tables
Fra:1 Mem:26.47M (Peak 29.36M) | Time:00:00.01 | Mem:3.27M, Peak:3.27M | Scene, ViewLayer | Updating Baking
Fra:1 Mem:26.47M (Peak 29.36M) | Time:00:00.01 | Mem:3.27M, Peak:3.27M | Scene, ViewLayer | Updating Device | Writing constant memory
Fra:1 Mem:26.47M (Peak 29.36M) | Time:00:00.01 | Mem:3.27M, Peak:3.27M | Scene, ViewLayer | Loading denoising kernels (may take a few minutes the first time)
Fra:1 Mem:26.47M (Peak 29.36M) | Time:00:00.01 | Mem:3.27M, Peak:3.27M | Scene, ViewLayer | Sample 0/20
Fra:1 Mem:45.49M (Peak 45.49M) | Time:00:00.07 | Remaining:00:01.13 | Mem:22.28M, Peak:22.28M | Scene, ViewLayer | Sample 1/20
Fra:1 Mem:53.50M (Peak 65.50M) | Time:00:02.03 | Mem:22.28M, Peak:22.28M | Scene, ViewLayer | Sample 20/20
Fra:1 Mem:53.50M (Peak 65.50M) | Time:00:02.03 | Mem:22.28M, Peak:22.28M | Scene, ViewLayer | Finished
Saved: '/Users/chikumatsuboi/Code/animal-racers-western/assets/source/western/revision2/qa/unicorn/upright/control-material.png'
Time: 00:02.05 (Saving: 00:00.01)

REVISION2_MATERIAL_PROOF unicorn upright control
Read blend: "/Users/chikumatsuboi/Code/animal-racers-western/assets/source/western/revision2/candidate/unicorn-upright.blend"
Fra:1 Mem:26.98M (Peak 26.98M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Bronzed hoof
Fra:1 Mem:26.99M (Peak 26.99M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Hoof cleft
Fra:1 Mem:27.00M (Peak 27.00M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Bronzed hoof.001
Fra:1 Mem:27.00M (Peak 27.00M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Hoof cleft.001
Fra:1 Mem:27.01M (Peak 27.01M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Bronzed hoof.002
Fra:1 Mem:27.02M (Peak 27.02M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Hoof cleft.002
Fra:1 Mem:27.02M (Peak 27.02M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Bronzed hoof.003
Fra:1 Mem:27.03M (Peak 27.03M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Hoof cleft.003
Fra:1 Mem:27.03M (Peak 27.03M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Fetlock feather
Fra:1 Mem:27.04M (Peak 27.04M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Fetlock feather.001
Fra:1 Mem:27.05M (Peak 27.05M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Fetlock feather.002
Fra:1 Mem:27.05M (Peak 27.05M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Fetlock feather.003
Fra:1 Mem:27.06M (Peak 27.06M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Fetlock feather.004
Fra:1 Mem:27.06M (Peak 27.06M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Fetlock feather.005
Fra:1 Mem:27.07M (Peak 27.07M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Fetlock feather.006
Fra:1 Mem:27.07M (Peak 27.07M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Matched softbox.002
Fra:1 Mem:27.07M (Peak 27.07M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Fetlock feather.007
Fra:1 Mem:27.09M (Peak 27.09M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Matched softbox.001
Fra:1 Mem:27.08M (Peak 27.09M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Matched softbox
Fra:1 Mem:27.08M (Peak 27.09M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | R2 flowing rainbow tail.008
